GEOID,NAME,pop_totalE,whiteE,blackE,asianE,hispanicE,median_ageE,med_incomeE,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80plus,geometry
390610082023,Block Group 3; Census Tract 82.02; Hamilton County; Ohio,1249,414,783,18,34,36.5,80888,159,163,154,210,110,161,179,87,26,"list(list(c(-84.563208, -84.562693, -84.561672, -84.560436, -84.557641, -84.550392, -84.550137, -84.55059, -84.551691, -84.553365, -84.554163, -84.556195, -84.559777, -84.562795, -84.563208, 39.201291, 39.202195, 39.203276, 39.203691, 39.203572, 39.203201, 39.203173, 39.198917, 39.196885, 39.196889, 39.198184, 39.198768, 39.199273, 39.200636, 39.201291)))"
390610256004,Block Group 4; Census Tract 256; Hamilton County; Ohio,1466,1128,297,5,42,23.8,51827,109,36,727,162,168,68,143,0,53,"list(list(c(-84.472047, -84.471182, -84.470893, -84.471646, -84.468114, -84.461699, -84.460013, -84.460311, -84.462121, -84.467182, -84.467249, -84.471299, -84.472047, 39.146917, 39.147709, 39.154123, 39.15717, 39.155747, 39.155264, 39.155139, 39.154765, 39.152564, 39.147017, 39.146948, 39.147155, 39.146917)))"
390610254024,Block Group 4; Census Tract 254.02; Hamilton County; Ohio,828,802,15,5,0,29.2,74286,98,67,277,77,86,66,124,25,8,"list(list(c(-84.455349, -84.450865, -84.449781, -84.448391, -84.445956, -84.450747, -84.451788, -84.455498, -84.455349, 39.153448, 39.156689, 39.157451, 39.156424, 39.152488, 39.152756, 39.152803, 39.152256, 39.153448)))"
390610216043,Block Group 3; Census Tract 216.04; Hamilton County; Ohio,521,95,426,0,0,51.6,NA,42,74,49,13,59,94,70,83,37,"list(list(c(-84.575141, -84.571398, -84.570006, -84.568036, -84.565401, -84.566043, -84.567752, -84.567917, -84.568596, -84.56997, -84.573088, -84.571889, -84.572122, -84.574278, -84.575794, -84.575141, 39.235806, 39.23411, 39.233974, 39.233797, 39.233616, 39.230335, 39.228415, 39.226092, 39.226119, 39.226254, 39.227264, 39.229793, 39.230904, 39.232804, 39.235809, 39.235806)))"
390610207016,Block Group 6; Census Tract 207.01; Hamilton County; Ohio,1034,887,0,0,0,34.5,84967,150,184,175,110,90,111,100,114,0,"list(list(c(-84.60817, -84.608033, -84.599887, -84.600295, -84.596866, -84.597323, -84.601533, -84.609289, -84.60817, 39.225016, 39.22719, 39.227017, 39.225679, 39.225508, 39.220504, 39.2207, 39.221215, 39.225016)))"
390610215095,Block Group 5; Census Tract 215.09; Hamilton County; Ohio,684,312,234,0,29,42.5,81585,76,5,152,62,130,27,123,109,0,"list(list(c(-84.57418, -84.573992, -84.573957, -84.572966, -84.566869, -84.566746, -84.569071, -84.565105, -84.565076, -84.563864, -84.562036, -84.558512, -84.565829, -84.573194, -84.574415, -84.57418, 39.266793, 39.269187, 39.269479, 39.269591, 39.26954, 39.271665, 39.272095, 39.27207, 39.272377, 39.273104, 39.273098, 39.262921, 39.263556, 39.263735, 39.263752, 39.266793)))"
390610239013,Block Group 3; Census Tract 239.01; Hamilton County; Ohio,854,479,54,168,67,37.6,95489,130,20,110,263,64,170,37,36,24,"list(list(c(-84.346374, -84.346033, -84.345913, -84.346354, -84.346337, -84.345747, -84.342611, -84.338132, -84.337227, -84.331496, -84.337625, -84.339479, -84.341597, -84.342536, -84.343054, -84.343775, -84.34408, -84.34487, -84.345926, -84.346481, -84.346374, 39.261393, 39.261739, 39.263104, 39.263898, 39.264403, 39.264374, 39.264531, 39.261249, 39.260572, 39.256256, 39.256689, 39.257547, 39.258115, 39.257155, 39.257974, 39.258486, 39.25925, 39.259654, 39.25963, 39.260499, 39.261393)))"
390610247002,Block Group 2; Census Tract 247; Hamilton County; Ohio,822,757,31,0,54,33.9,80000,100,90,128,141,124,86,67,26,60,"list(list(c(-84.40554, -84.405264, -84.405115, -84.405164, -84.404514, -84.401244, -84.392652, -84.395186, -84.395326, -84.392025, -84.386496, -84.385956, -84.386139, -84.387441, -84.393429, -84.397274, -84.398782, -84.400697, -84.401525, -84.40476, -84.406023, -84.40554, 39.139806, 39.142675, 39.143537, 39.144415, 39.14973, 39.149515, 39.149043, 39.149052, 39.147866, 39.143755, 39.145592, 39.143829, 39.141161, 39.140362, 39.140874, 39.13762, 39.136243, 39.134681, 39.134739, 39.134923, 39.134874, 
39.139806)))"
390610071002,Block Group 2; Census Tract 71; Hamilton County; Ohio,935,789,51,95,36,30,55956,107,47,314,218,62,66,77,35,9,"list(list(c(-84.52183, -84.521371, -84.52043, -84.517768, -84.518331, -84.519165, -84.519199, -84.522355, -84.52183, 39.150119, 39.156432, 39.15665, 39.156568, 39.151331, 39.143782, 39.143464, 39.143937, 39.150119)))"
390610097002,Block Group 2; Census Tract 97; Hamilton County; Ohio,781,260,367,0,0,53.1,23775,28,54,164,92,0,148,170,125,0,"list(list(c(-84.584272, -84.583758, -84.582232, -84.581938, -84.579081, -84.579357, -84.579744, -84.579989, -84.582492, -84.584262, -84.584272, 39.102832, 39.107043, 39.106909, 39.109941, 39.10976, 39.106657, 39.102484, 39.099749, 39.100378, 39.101414, 39.102832)))"
390610083003,Block Group 3; Census Tract 83; Hamilton County; Ohio,1447,356,1091,0,275,24.9,NA,222,283,237,10,185,344,55,86,25,"list(list(c(-84.57952, -84.576278, -84.562693, -84.563208, -84.565624, -84.566674, -84.567596, -84.56872, -84.570492, -84.577352, -84.57952, 39.200591, 39.201368, 39.202195, 39.201291, 39.197931, 39.193727, 39.192759, 39.191841, 39.191151, 39.197392, 39.200591)))"
390610111001,Block Group 1; Census Tract 111; Hamilton County; Ohio,1131,331,736,2,12,48.3,74750,128,120,52,158,116,215,168,147,27,"list(list(c(-84.542605, -84.538178, -84.538007, -84.532359, -84.53133, -84.531986, -84.532279, -84.533636, -84.534082, -84.534158, -84.534683, -84.535787, -84.53871, -84.538457, -84.538184, -84.543381, -84.542605, 39.212784, 39.21236, 39.214433, 39.214152, 39.213775, 39.205785, 39.20209, 39.202172, 39.202199, 39.202205, 39.202231, 39.202305, 39.202483, 39.205362, 39.208281, 39.20891, 39.212784)))"
390610223022,Block Group 2; Census Tract 223.02; Hamilton County; Ohio,494,481,0,0,0,58.1,82942,21,0,33,20,54,148,103,67,48,"list(list(c(-84.353209, -84.347144, -84.347787, -84.354018, -84.353209, 39.292287, 39.292619, 39.285301, 39.284985, 39.292287)))"
390610058005,Block Group 5; Census Tract 58; Hamilton County; Ohio,280,17,263,0,0,62.1,70517,0,0,74,0,29,34,45,70,28,"list(list(c(-84.40814, -84.407707, -84.401136, -84.4013, -84.401552, -84.405195, -84.405429, -84.408254, -84.40814, 39.187025, 39.188124, 39.187564, 39.185667, 39.183294, 39.183598, 39.181297, 39.181515, 39.187025)))"
390610225003,Block Group 3; Census Tract 225; Hamilton County; Ohio,2145,785,1237,73,29,39.1,82635,85,247,543,424,364,206,138,106,32,"list(list(c(-84.487874, -84.487503, -84.483091, -84.475463, -84.469818, -84.469164, -84.470138, -84.488755, -84.487874, 39.262358, 39.266062, 39.264906, 39.265169, 39.265369, 39.264442, 39.253857, 39.25379, 39.262358)))"
390610100044,Block Group 4; Census Tract 100.04; Hamilton County; Ohio,1306,175,997,0,93,27.7,34531,89,136,490,417,0,35,71,35,33,"list(list(c(-84.596331, -84.594323, -84.592134, -84.591929, -84.590301, -84.588301, -84.587864, -84.588108, -84.589586, -84.589789, -84.596471, -84.596331, 39.12792, 39.12778, 39.128761, 39.130794, 39.130602, 39.131398, 39.131066, 39.128587, 39.128153, 39.126247, 39.126691, 39.12792)))"
390610243012,Block Group 2; Census Tract 243.01; Hamilton County; Ohio,1031,493,113,216,164,27.8,74271,182,50,310,334,38,17,94,6,0,"list(list(c(-84.326445, -84.317453, -84.324957, -84.32705, -84.326445, 39.293088, 39.292713, 39.28656, 39.292077, 39.293088)))"
390610230023,Block Group 3; Census Tract 230.02; Hamilton County; Ohio,2343,1957,289,29,16,51.7,88920,143,78,173,450,210,516,486,119,168,"list(list(c(-84.423699, -84.421435, -84.417292, -84.413092, -84.41293, -84.411771, -84.411558, -84.407932, -84.407905, -84.405276, -84.400014, -84.398375, -84.397545, -84.396845, -84.39802, -84.400086, -84.401562, -84.402387, -84.412788, -84.412259, -84.415038, -84.419913, -84.421894, -84.422028, -84.423699, 39.264186, 39.268834, 39.268595, 39.268362, 39.270271, 39.270216, 39.272844, 39.272762, 39.270612, 39.270744, 39.266971, 39.266156, 39.264408, 39.261969, 39.261596, 39.26164, 39.258122, 39.25954, 
39.25925, 39.264636, 39.26472, 39.264907, 39.265027, 39.264032, 39.264186)))"
390610022002,Block Group 2; Census Tract 22; Hamilton County; Ohio,652,61,500,75,0,28.4,55114,0,148,211,20,97,15,73,55,33,"list(list(c(-84.508415, -84.503387, -84.503961, -84.504923, -84.508812, -84.508415, 39.123196, 39.12287, 39.117801, 39.117759, 39.117985, 39.123196)))"
390610232102,Block Group 2; Census Tract 232.10; Hamilton County; Ohio,1503,1226,0,16,232,45.3,94591,72,231,150,201,197,213,237,202,0,"list(list(c(-84.426262, -84.425375, -84.424844, -84.422452, -84.422448, -84.415161, -84.415242, -84.409644, -84.409982, -84.41527, -84.417529, -84.420109, -84.425475, -84.426262, 39.227764, 39.231604, 39.231977, 39.23187, 39.233526, 39.233655, 39.231359, 39.231063, 39.226939, 39.227708, 39.226399, 39.226784, 39.226648, 39.227764)))"
390610009003,Block Group 3; Census Tract 9; Hamilton County; Ohio,255,65,184,6,0,51.3,42045,0,0,0,64,48,32,83,5,23,"list(list(c(-84.520158, -84.516962, -84.516095, -84.519259, -84.520158, 39.109867, 39.110344, 39.106888, 39.106404, 39.109867)))"
390610095002,Block Group 2; Census Tract 95; Hamilton County; Ohio,684,301,309,0,84,32.5,45508,64,87,155,122,36,100,108,6,6,"list(list(c(-84.57245, -84.57249, -84.565226, -84.565744, -84.566096, -84.568826, -84.573247, -84.57245, 39.108525, 39.110595, 39.110082, 39.107144, 39.105997, 39.105825, 39.106148, 39.108525)))"
390610010002,Block Group 2; Census Tract 10; Hamilton County; Ohio,928,874,26,7,17,30.8,108606,14,31,389,320,32,107,35,0,0,"list(list(c(-84.513409, -84.512507, -84.510896, -84.510228, -84.512647, -84.513409, 39.1127, 39.112645, 39.112538, 39.110055, 39.109811, 39.1127)))"
390610209024,Block Group 4; Census Tract 209.02; Hamilton County; Ohio,896,328,542,0,0,31.6,NA,0,240,97,248,0,148,27,136,0,"list(list(c(-84.618147, -84.617687, -84.615944, -84.617734, -84.61739, -84.614751, -84.61108, -84.61238, -84.612753, -84.613411, -84.613515, -84.614129, -84.618577, -84.618147, 39.150016, 39.153537, 39.153688, 39.154523, 39.157792, 39.157158, 39.156327, 39.153221, 39.14965, 39.149679, 39.148328, 39.148367, 39.148653, 39.150016)))"
390610070001,Block Group 1; Census Tract 70; Hamilton County; Ohio,579,453,93,15,125,32.5,250001,110,131,37,56,108,49,79,2,7,"list(list(c(-84.517768, -84.514627, -84.516114, -84.512235, -84.508786, -84.510634, -84.50848, -84.50745, -84.507477, -84.503236, -84.504501, -84.505126, -84.505813, -84.508033, -84.509118, -84.509977, -84.510674, -84.514225, -84.518331, -84.517768, 39.156568, 39.158434, 39.161846, 39.161643, 39.162979, 39.164138, 39.166677, 39.167028, 39.163708, 39.163423, 39.160339, 39.15697, 39.155676, 39.152321, 39.151724, 39.15089, 39.15152, 39.151911, 39.151331, 39.156568)))"
390610100033,Block Group 3; Census Tract 100.03; Hamilton County; Ohio,294,38,146,5,57,49.8,43472,34,24,53,20,21,102,5,35,0,"list(list(c(-84.578294, -84.574428, -84.572993, -84.573633, -84.577084, -84.580647, -84.578294, 39.137971, 39.13445, 39.134044, 39.128694, 39.130448, 39.135039, 39.137971)))"
390610029011,Block Group 1; Census Tract 29.01; Hamilton County; Ohio,1974,1559,139,133,183,19.9,26816,7,1006,777,65,0,11,103,5,0,"list(list(c(-84.531154, -84.531582, -84.528762, -84.526472, -84.526309, -84.52063, -84.520074, -84.520649, -84.525296, -84.531868, -84.531154, 39.131171, 39.132105, 39.132574, 39.134029, 39.135848, 39.135463, 39.135327, 39.12968, 39.129943, 39.130328, 39.131171)))"
390610255002,Block Group 2; Census Tract 255; Hamilton County; Ohio,1036,745,191,0,37,33.1,58229,115,145,204,158,158,59,64,76,57,"list(list(c(-84.471735, -84.468467, -84.461329, -84.461699, -84.468114, -84.471646, -84.472132, -84.471735, 39.160831, 39.159823, 39.15926, 39.155264, 39.155747, 39.15717, 39.158998, 39.160831)))"
390610205053,Block Group 3; Census Tract 205.05; Hamilton County; Ohio,1345,551,731,34,165,33.2,62305,243,98,197,360,132,104,143,50,18,"list(list(c(-84.584391, -84.583333, -84.583111, -84.574415, -84.573194, -84.573555, -84.573653, -84.576573, -84.580274, -84.580913, -84.583324, -84.584297, -84.584391, 39.26103, 39.261678, 39.263963, 39.263752, 39.263735, 39.261294, 39.257809, 39.25727, 39.256579, 39.256459, 39.256016, 39.25736, 39.26103)))"
390610214013,Block Group 3; Census Tract 214.01; Hamilton County; Ohio,1046,843,63,0,0,48.3,67250,16,63,110,73,268,109,287,120,0,"list(list(c(-84.605238, -84.605632, -84.598799, -84.599739, -84.601828, -84.603972, -84.605698, -84.605238, 39.100719, 39.104006, 39.103984, 39.094405, 39.094496, 39.094532, 39.095179, 39.100719)))"
390610215051,Block Group 1; Census Tract 215.05; Hamilton County; Ohio,665,207,341,0,0,40.9,99821,29,84,127,56,135,48,99,76,11,"list(list(c(-84.514735, -84.511438, -84.511179, -84.506051, -84.50396, -84.505115, -84.502746, -84.50828, -84.511881, -84.512147, -84.514735, 39.288497, 39.288934, 39.290316, 39.290872, 39.290455, 39.28615, 39.282377, 39.284227, 39.284203, 39.287424, 39.288497)))"
390610234003,Block Group 3; Census Tract 234; Hamilton County; Ohio,541,36,447,33,0,39.1,63750,63,129,13,121,43,75,74,6,17,"list(list(c(-84.452299, -84.449689, -84.449824, -84.448652, -84.449062, -84.452867, -84.452299, 39.188606, 39.188446, 39.186944, 39.186859, 39.18272, 39.182965, 39.188606)))"
390610255001,Block Group 1; Census Tract 255; Hamilton County; Ohio,707,437,99,0,73,45.4,40202,90,43,64,92,121,124,108,17,48,"list(list(c(-84.461329, -84.461068, -84.460327, -84.460028, -84.454397, -84.456839, -84.460013, -84.461699, -84.461329, 39.15926, 39.161995, 39.162536, 39.165677, 39.163934, 39.159515, 39.155139, 39.155264, 39.15926)))"
390610215014,Block Group 4; Census Tract 215.01; Hamilton County; Ohio,1151,748,381,0,22,36.5,79194,126,342,55,149,77,183,148,52,19,"list(list(c(-84.503793, -84.503602, -84.498321, -84.498114, -84.493485, -84.491271, -84.489039, -84.48589, -84.485104, -84.485163, -84.485794, -84.496499, -84.50396, -84.503793, 39.292161, 39.294601, 39.293611, 39.29192, 39.29103, 39.292269, 39.291848, 39.289661, 39.287988, 39.287011, 39.286968, 39.289023, 39.290455, 39.292161)))"
390610240016,Block Group 6; Census Tract 240.01; Hamilton County; Ohio,658,395,114,0,1,33.3,106125,51,99,60,167,67,30,0,152,32,"list(list(c(-84.394927, -84.394851, -84.393858, -84.390215, -84.3859, -84.384687, -84.382039, -84.380414, -84.380929, -84.38449, -84.386466, -84.390484, -84.391301, -84.393777, -84.395046, -84.394927, 39.193193, 39.194073, 39.194249, 39.19547, 39.196984, 39.197413, 39.198357, 39.198935, 39.194456, 39.193451, 39.192547, 39.192869, 39.192914, 39.191964, 39.191956, 39.193193)))"
390610243221,Block Group 1; Census Tract 243.22; Hamilton County; Ohio,894,612,32,0,250,41.8,145347,73,273,32,55,51,231,86,93,0,"list(list(c(-84.294898, -84.294264, -84.293072, -84.292758, -84.291277, -84.291, -84.289393, -84.285562, -84.28405, -84.284113, -84.28414, -84.286902, -84.287944, -84.289763, -84.294681, -84.294898, 39.25516, 39.259798, 39.26099, 39.264023, 39.265026, 39.267641, 39.269561, 39.27181, 39.271771, 39.269868, 39.268937, 39.260499, 39.259502, 39.255812, 39.254645, 39.25516)))"
390610264003,Block Group 3; Census Tract 264; Hamilton County; Ohio,685,527,88,36,13,34.9,120250,60,65,71,305,76,0,55,53,0,"list(list(c(-84.524314, -84.522282, -84.521038, -84.520158, -84.519259, -84.519075, -84.521199, -84.522252, -84.523211, -84.524016, -84.524314, 39.113402, 39.113348, 39.113229, 39.109867, 39.106404, 39.10555, 39.105244, 39.105276, 39.109013, 39.112226, 39.113402)))"
390610066001,Block Group 1; Census Tract 66; Hamilton County; Ohio,1753,522,992,5,75,39.9,19679,139,59,472,217,148,233,324,103,58,"list(list(c(-84.489049, -84.48765, -84.485688, -84.483185, -84.48114, -84.478088, -84.479955, -84.479002, -84.481662, -84.48304, -84.48993, -84.489049, 39.147566, 39.149869, 39.151555, 39.153641, 39.151627, 39.15055, 39.149378, 39.147493, 39.146122, 39.145767, 39.146087, 39.147566)))"
390610276002,Block Group 2; Census Tract 276; Hamilton County; Ohio,767,454,265,31,20,30,52328,47,82,255,182,53,49,79,20,0,"list(list(c(-84.424865, -84.424461, -84.423437, -84.420065, -84.417661, -84.412075, -84.404781, -84.402682, -84.402726, -84.403007, -84.403367, -84.405155, -84.422889, -84.425152, -84.424865, 39.166472, 39.166454, 39.167161, 39.169469, 39.170331, 39.170555, 39.170718, 39.171082, 39.170612, 39.167645, 39.163851, 39.164473, 39.165668, 39.166291, 39.166472)))"
390610237011,Block Group 1; Census Tract 237.01; Hamilton County; Ohio,1043,1004,13,0,0,37.7,54089,220,68,156,102,96,87,183,113,18,"list(list(c(-84.393408, -84.391675, -84.390525, -84.390229, -84.389529, -84.388768, -84.389056, -84.388847, -84.388379, -84.388748, -84.385695, -84.385846, -84.394892, -84.393408, 39.204783, 39.206726, 39.208699, 39.209306, 39.210675, 39.210614, 39.207553, 39.207537, 39.207506, 39.204305, 39.203622, 39.202312, 39.203109, 39.204783)))"
390610026001,Block Group 1; Census Tract 26; Hamilton County; Ohio,695,570,79,34,0,21.9,28050,0,81,486,47,54,21,2,4,0,"list(list(c(-84.525296, -84.520649, -84.520702, -84.519133, -84.519433, -84.519626, -84.519818, -84.522325, -84.521979, -84.525456, -84.525296, 39.129943, 39.12968, 39.128609, 39.12849, 39.127014, 39.126249, 39.124754, 39.1249, 39.127994, 39.128306, 39.129943)))"
390610265002,Block Group 2; Census Tract 265; Hamilton County; Ohio,1002,765,72,123,15,31.7,137750,0,0,425,179,46,146,157,17,32,"list(list(c(-84.522283, -84.507506, -84.507832, -84.506177, -84.506466, -84.503837, -84.501299, -84.496136, -84.4958322681388, -84.496543, -84.4986005556286, -84.5019963180453, -84.502062, -84.5060822325253, -84.509743, -84.519543, -84.5225736778395, -84.522283, 39.097214, 39.099412, 39.100666, 39.100973, 39.102151, 39.102596, 39.103367, 39.101205, 39.1008184321767, 39.10026, 39.098910789306, 39.0966840699391, 39.096641, 39.0950807457156, 39.09366, 39.09206, 39.092119413406, 39.097214)))"
390610215012,Block Group 2; Census Tract 215.01; Hamilton County; Ohio,843,229,432,104,78,54.9,117500,63,78,118,52,49,113,274,87,9,"list(list(c(-84.50273, -84.494048, -84.485147, -84.48469, -84.485014, -84.494016, -84.503341, -84.50273, 39.305502, 39.303409, 39.301546, 39.299648, 39.29511, 39.295701, 39.297844, 39.305502)))"
390610210012,Block Group 2; Census Tract 210.01; Hamilton County; Ohio,1959,1727,197,12,34,37.3,70891,285,257,185,326,230,231,253,76,116,"list(list(c(-84.649117, -84.64881, -84.648514, -84.641606, -84.64037, -84.638304, -84.63521, -84.633715, -84.626599, -84.624253, -84.624697, -84.628941, -84.629765, -84.635929, -84.641117, -84.644646, -84.649521, -84.649117, 39.163006, 39.165304, 39.172602, 39.17247, 39.170933, 39.170417, 39.166843, 39.165567, 39.163219, 39.162099, 39.157855, 39.157691, 39.157699, 39.15906, 39.160311, 39.159219, 39.15815, 39.163006)))"
390610237014,Block Group 4; Census Tract 237.01; Hamilton County; Ohio,718,674,14,19,0,43.1,90750,71,52,28,131,156,152,46,59,23,"list(list(c(-84.408304, -84.405231, -84.405405, -84.403499, -84.403704, -84.406536, -84.408801, -84.408304, 39.209084, 39.208899, 39.205553, 39.205672, 39.203599, 39.203818, 39.20398, 39.209084)))"
390610056001,Block Group 1; Census Tract 56; Hamilton County; Ohio,292,190,67,13,0,34.2,54594,22,0,86,71,19,0,62,21,11,"list(list(c(-84.39345, -84.389566, -84.383061, -84.381246, -84.379135, -84.378689, -84.37888, -84.379041, -84.381095, -84.381105, -84.379114, -84.377177, -84.377338, -84.379239, -84.380675, -84.38529, -84.38503, -84.390566, -84.39348, -84.39345, 39.157571, 39.158236, 39.161354, 39.160005, 39.160042, 39.159664, 39.158168, 39.158139, 39.157951, 39.157261, 39.157144, 39.157034, 39.155442, 39.15557, 39.154822, 39.155117, 39.157384, 39.157775, 39.157347, 39.157571)))"
390610050005,Block Group 5; Census Tract 50; Hamilton County; Ohio,1595,1094,150,0,397,32.6,160335,209,77,467,342,83,97,15,200,105,"list(list(c(-84.456771, -84.454305, -84.454135, -84.45488, -84.454419, -84.448442, -84.449804, -84.450424, -84.4504, -84.449402, -84.454992, -84.456265, -84.456771, 39.141919, 39.14392, 39.1454, 39.145621, 39.145976, 39.148171, 39.145236, 39.145279, 39.142497, 39.141494, 39.138102, 39.137373, 39.141919)))"
390610212021,Block Group 1; Census Tract 212.02; Hamilton County; Ohio,1358,1021,303,12,7,35.4,72143,146,156,262,216,100,138,178,72,90,"list(list(c(-84.635487, -84.634006, -84.632124, -84.630713, -84.623611, -84.62369, -84.621842, -84.622065, -84.62069, -84.62063, -84.621729, -84.62184, -84.620284, -84.621108, -84.621529, -84.623029, -84.625419, -84.626311, -84.630461, -84.633556, -84.63333, -84.634889, -84.635755, -84.635487, 39.135738, 39.138133, 39.139805, 39.14213, 39.141672, 39.141184, 39.140922, 39.139075, 39.138983, 39.138543, 39.138605, 39.136776, 39.135964, 39.134759, 39.134087, 39.130454, 39.129542, 39.130722, 39.13109, 
39.131966, 39.134045, 39.134034, 39.134214, 39.135738)))"
390610256003,Block Group 3; Census Tract 256; Hamilton County; Ohio,254,209,1,0,43,22,78750,0,0,159,12,1,20,34,28,0,"list(list(c(-84.462121, -84.460676, -84.461221, -84.461399, -84.467182, -84.462121, 39.152564, 39.152234, 39.14656, 39.146609, 39.147017, 39.152564)))"
390610011001,Block Group 1; Census Tract 11; Hamilton County; Ohio,1163,810,313,10,51,30.4,79286,157,81,326,311,58,137,65,28,0,"list(list(c(-84.510896, -84.503808, -84.502453, -84.500068, -84.501728, -84.505342, -84.509009, -84.509675, -84.510228, -84.510896, 39.112538, 39.111171, 39.113191, 39.113022, 39.111238, 39.105711, 39.107987, 39.107874, 39.110055, 39.112538)))"
390610271002,Block Group 2; Census Tract 271; Hamilton County; Ohio,708,46,662,0,0,55.6,15640,24,0,47,206,0,188,44,129,70,"list(list(c(-84.462053, -84.461223, -84.457303, -84.455247, -84.453621, -84.454712, -84.454386, -84.454215, -84.456433, -84.456807, -84.463387, -84.462053, 39.19143, 39.192689, 39.192485, 39.191797, 39.191278, 39.184314, 39.183062, 39.182413, 39.182288, 39.183498, 39.189409, 39.19143)))"
390610081002,Block Group 2; Census Tract 81; Hamilton County; Ohio,1280,314,598,0,7,27.4,34154,148,349,158,146,140,151,50,79,59,"list(list(c(-84.546195, -84.545716, -84.545723, -84.542442, -84.540571, -84.5358, -84.53284, -84.533141, -84.535641, -84.536743, -84.539845, -84.541045, -84.543342, -84.545086, -84.546114, -84.546195, 39.190661, 39.193772, 39.195316, 39.195066, 39.19491, 39.193378, 39.19297, 39.191269, 39.191267, 39.185061, 39.183659, 39.182959, 39.186959, 39.187231, 39.18881, 39.190661)))"
390610022003,Block Group 3; Census Tract 22; Hamilton County; Ohio,657,293,154,206,0,23.3,33750,9,14,362,62,51,34,39,42,44,"list(list(c(-84.508384, -84.502753, -84.502386, -84.503387, -84.508415, -84.508384, 39.127116, 39.126741, 39.122796, 39.12287, 39.123196, 39.127116)))"
390610270003,Block Group 3; Census Tract 270; Hamilton County; Ohio,1131,0,1131,0,0,32.2,NA,147,204,202,118,65,197,160,23,15,"list(list(c(-84.498197, -84.496984, -84.496332, -84.493601, -84.48496, -84.483827, -84.483419, -84.484555, -84.486362, -84.492336, -84.494152, -84.495538, -84.4973, -84.498197, 39.130367, 39.133478, 39.136958, 39.140184, 39.140858, 39.142315, 39.141224, 39.139977, 39.138562, 39.135373, 39.132707, 39.129645, 39.129919, 39.130367)))"
390610249031,Block Group 1; Census Tract 249.03; Hamilton County; Ohio,1832,1580,0,118,4,40.3,171964,159,563,34,150,480,179,187,80,0,"list(list(c(-84.395349, -84.390744, -84.386669, -84.384554, -84.3711, -84.372009, -84.369207, -84.365615, -84.365552, -84.364986, -84.365999, -84.368061, -84.366022, -84.365168, -84.364968, -84.372224, -84.381639, -84.386478, -84.389763, -84.392285, -84.395349, 39.113075, 39.114892, 39.117361, 39.119399, 39.124361, 39.118835, 39.118838, 39.117975, 39.11715, 39.115775, 39.114808, 39.112988, 39.110371, 39.109649, 39.10834, 39.103332, 39.10696, 39.110207, 39.111013, 39.112943, 39.113075)))"
390610264005,Block Group 5; Census Tract 264; Hamilton County; Ohio,1078,360,602,116,60,32,NA,229,151,87,259,145,159,48,0,0,"list(list(c(-84.527747, -84.525405, -84.525802, -84.528197, -84.527747, 39.109287, 39.109146, 39.105539, 39.105695, 39.109287)))"
390610053023,Block Group 3; Census Tract 53.02; Hamilton County; Ohio,1776,1307,150,84,201,32.6,124621,106,145,408,387,129,169,189,161,82,"list(list(c(-84.422984, -84.413642, -84.408687, -84.408361, -84.406685, -84.411396, -84.414438, -84.422053, -84.421462, -84.422056, -84.423029, -84.422984, 39.153887, 39.154411, 39.152979, 39.151106, 39.149933, 39.147412, 39.143121, 39.143552, 39.149945, 39.15147, 39.153038, 39.153887)))"
390610213044,Block Group 4; Census Tract 213.04; Hamilton County; Ohio,1528,1460,10,32,0,50.8,103594,94,238,153,79,175,351,268,139,31,"list(list(c(-84.633032, -84.631608, -84.62986, -84.630468, -84.625837, -84.625036, -84.622275, -84.618206, -84.618906, -84.619047, -84.619386, -84.62068, -84.62115, -84.62161, -84.622083, -84.62297, -84.623391, -84.62503, -84.630257, -84.635533, -84.633032, 39.089927, 39.089938, 39.094468, 39.095053, 39.093689, 39.09336, 39.092438, 39.093881, 39.084919, 39.084741, 39.08436, 39.082088, 39.081734, 39.080786, 39.080261, 39.079759, 39.0784, 39.079025, 39.08063, 39.087478, 39.089927)))"
390610217021,Block Group 1; Census Tract 217.02; Hamilton County; Ohio,1260,429,831,0,0,31.7,24524,67,272,236,129,46,36,165,162,147,"list(list(c(-84.547302, -84.536218, -84.536335, -84.53374, -84.534112, -84.535405, -84.542991, -84.547811, -84.547302, 39.242658, 39.241512, 39.240018, 39.239593, 39.236581, 39.236351, 39.236722, 39.23697, 39.242658)))"
390610102021,Block Group 1; Census Tract 102.02; Hamilton County; Ohio,547,368,172,0,7,32.7,58636,11,0,143,169,23,57,72,72,0,"list(list(c(-84.599921, -84.591706, -84.591063, -84.591496, -84.595157, -84.600351, -84.599921, 39.148479, 39.149032, 39.149301, 39.146145, 39.145273, 39.144592, 39.148479)))"
390610237023,Block Group 3; Census Tract 237.02; Hamilton County; Ohio,642,642,0,0,10,43.8,66700,47,90,53,121,27,20,234,50,0,"list(list(c(-84.406536, -84.403704, -84.399577, -84.399375, -84.393408, -84.394892, -84.396654, -84.406721, -84.406536, 39.203818, 39.203599, 39.203223, 39.20531, 39.204783, 39.203109, 39.201141, 39.201991, 39.203818)))"
