GEOID,NAME,pop_totalE,whiteE,blackE,asianE,hispanicE,median_ageE,med_incomeE,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80plus,geometry
390610261032,Block Group 2; Census Tract 261.03; Hamilton County; Ohio,1140,948,72,0,120,34.8,78046,147,227,40,325,69,76,74,91,91,"list(list(c(-84.8198200459795, -84.810793, -84.809335, -84.808876, -84.809454, -84.814399, -84.817198, -84.81717, -84.817889, -84.8199875762252, -84.8198200459795, 39.2631311313495, 39.263107, 39.261407, 39.260982, 39.260898, 39.260929, 39.259835, 39.258651, 39.255168, 39.2551839153181, 39.2631311313495)))"
390610261034,Block Group 4; Census Tract 261.03; Hamilton County; Ohio,1315,1226,48,0,0,30.9,100865,322,170,136,207,164,140,82,94,0,"list(list(c(-84.817198, -84.814399, -84.809454, -84.8095, -84.810608, -84.809265, -84.80946, -84.812416, -84.813222, -84.812641, -84.813558, -84.816207, -84.81577, -84.814714, -84.81717, -84.817198, 39.259835, 39.260929, 39.260898, 39.259373, 39.253018, 39.249523, 39.247573, 39.247819, 39.248069, 39.249362, 39.253445, 39.253437, 39.257825, 39.258652, 39.258651, 39.259835)))"
390610047033,Block Group 3; Census Tract 47.03; Hamilton County; Ohio,1861,1703,7,0,74,38.8,109564,202,190,266,336,337,78,197,152,103,"list(list(c(-84.435803, -84.432947, -84.430795, -84.430402, -84.429346, -84.425493, -84.424802, -84.421516, -84.418808, -84.418472, -84.420649, -84.424485, -84.424266, -84.426616, -84.4276, -84.42958, -84.428382, -84.434176, -84.435803, 39.122264, 39.127228, 39.12833, 39.128539, 39.127275, 39.126994, 39.126744, 39.125899, 39.124016, 39.123026, 39.120356, 39.119526, 39.117093, 39.115931, 39.117986, 39.119215, 39.120248, 39.121543, 39.122264)))"
390610244012,Block Group 2; Census Tract 244.01; Hamilton County; Ohio,1661,1096,394,101,52,53.3,170966,251,193,50,96,134,289,224,354,70,"list(list(c(-84.382597, -84.381641, -84.380544, -84.379362, -84.378032, -84.377207, -84.376148, -84.373601, -84.370547, -84.36486, -84.364154, -84.357295, -84.354788, -84.345404, -84.346173, -84.355648, -84.357071, -84.365386, -84.366215, -84.36767, -84.371611, -84.371832, -84.369416, -84.370605, -84.374381, -84.375556, -84.377283, -84.378507, -84.378852, -84.379135, -84.381246, -84.383061, -84.382597, 39.161882, 39.162261, 39.163128, 39.164504, 39.169599, 39.174909, 39.176876, 39.179367, 39.181369, 
39.180436, 39.180111, 39.180066, 39.180072, 39.180826, 39.172897, 39.171469, 39.17106, 39.170975, 39.170737, 39.168754, 39.166974, 39.165146, 39.163272, 39.161302, 39.162101, 39.160978, 39.160379, 39.159969, 39.160142, 39.160042, 39.160005, 39.161354, 39.161882)))"
390610041001,Block Group 1; Census Tract 41; Hamilton County; Ohio,669,384,182,32,29,35.7,69432,15,5,245,99,59,64,120,15,47,"list(list(c(-84.478587, -84.472062, -84.472287, -84.463729, -84.461974, -84.457773, -84.459103, -84.460795, -84.463021, -84.462879, -84.464063, -84.468516, -84.472082, -84.472316, -84.478865, -84.478587, 39.134014, 39.133799, 39.135387, 39.134826, 39.134211, 39.135318, 39.133331, 39.132284, 39.132001, 39.133564, 39.134296, 39.13356, 39.133594, 39.13156, 39.131843, 39.134014)))"
390610025001,Block Group 1; Census Tract 25; Hamilton County; Ohio,1742,1454,131,43,15,21.3,24592,0,493,1155,11,11,23,38,0,11,"list(list(c(-84.519133, -84.514665, -84.513045, -84.511168, -84.511666, -84.51411, -84.516123, -84.517419, -84.517297, -84.518211, -84.517452, -84.517821, -84.515132, -84.519433, -84.519133, 39.12849, 39.128187, 39.128077, 39.127973, 39.127326, 39.124661, 39.120648, 39.119684, 39.118344, 39.119109, 39.120555, 39.122699, 39.126754, 39.127014, 39.12849)))"
390610069003,Block Group 3; Census Tract 69; Hamilton County; Ohio,789,35,754,0,0,16.9,NA,65,337,47,174,56,17,80,13,0,"list(list(c(-84.513472, -84.511197, -84.509977, -84.509118, -84.507778, -84.505085, -84.505406, -84.505757, -84.509327, -84.511648, -84.513247, -84.513472, 39.145617, 39.149684, 39.15089, 39.151724, 39.150114, 39.149415, 39.146566, 39.142209, 39.142407, 39.144783, 39.14515, 39.145617)))"
390610104002,Block Group 2; Census Tract 104; Hamilton County; Ohio,611,518,70,0,21,40.2,64432,105,0,107,90,83,23,80,62,61,"list(list(c(-84.623391, -84.62297, -84.622083, -84.62161, -84.62115, -84.62068, -84.619386, -84.619047, -84.61916, -84.616216, -84.616542, -84.607284, -84.607059, -84.603369, -84.602267, -84.597784, -84.595882, -84.598406, -84.604576, -84.605077, -84.612523, -84.620142, -84.623144, -84.623391, 39.0784, 39.079759, 39.080261, 39.080786, 39.081734, 39.082088, 39.08436, 39.084741, 39.083435, 39.083475, 39.079669, 39.080281, 39.081983, 39.082048, 39.078258, 39.079008, 39.078666, 39.077773, 39.076709, 
39.077877, 39.077527, 39.077787, 39.078386, 39.0784)))"
390610040002,Block Group 2; Census Tract 40; Hamilton County; Ohio,741,219,441,0,57,32.2,60625,148,79,80,191,56,32,85,56,14,"list(list(c(-84.467182, -84.461399, -84.461221, -84.458497, -84.455639, -84.455324, -84.459188, -84.462738, -84.463539, -84.463546, -84.467038, -84.466413, -84.466053, -84.467249, -84.467182, 39.147017, 39.146609, 39.14656, 39.146418, 39.146035, 39.145752, 39.143592, 39.142547, 39.138844, 39.13683, 39.137055, 39.142847, 39.146111, 39.146948, 39.147017)))"
390610238004,Block Group 4; Census Tract 238; Hamilton County; Ohio,905,388,462,55,0,48,56000,0,23,226,110,97,138,163,58,90,"list(list(c(-84.411132, -84.401189, -84.400552, -84.399364, -84.399702, -84.398537, -84.398874, -84.4013, -84.401136, -84.407707, -84.410361, -84.411132, 39.189662, 39.193282, 39.193387, 39.19353, 39.189013, 39.188931, 39.185529, 39.185667, 39.187564, 39.188124, 39.188339, 39.189662)))"
390610258003,Block Group 3; Census Tract 258; Hamilton County; Ohio,907,811,69,0,47,44.8,65227,95,75,83,155,131,174,133,37,24,"list(list(c(-84.50745, -84.505619, -84.505859, -84.504568, -84.505644, -84.506314, -84.505715, -84.502668, -84.49821, -84.497557, -84.496284, -84.49076, -84.4907, -84.486737, -84.486321, -84.487989, -84.488407, -84.490337, -84.491646, -84.488135, -84.483707, -84.482952, -84.483264, -84.492042, -84.493838, -84.496694, -84.497547, -84.49698, -84.501859, -84.505777, -84.50745, 39.167028, 39.169782, 39.171835, 39.1739, 39.175378, 39.177415, 39.179766, 39.180592, 39.183252, 39.183715, 39.182713, 39.182608, 
39.182201, 39.18105, 39.179937, 39.177352, 39.176851, 39.17453, 39.17315, 39.173132, 39.172487, 39.172191, 39.168849, 39.169786, 39.166643, 39.167765, 39.167941, 39.171484, 39.170313, 39.166943, 39.167028)))"
390610073002,Block Group 2; Census Tract 73; Hamilton County; Ohio,975,383,274,0,171,32.9,52386,160,165,113,108,151,102,95,40,41,"list(list(c(-84.539845, -84.536743, -84.535641, -84.533141, -84.53284, -84.531434, -84.529819, -84.529144, -84.528887, -84.527669, -84.526188, -84.524997, -84.519584, -84.519661, -84.515421, -84.511855, -84.511032, -84.508346, -84.507898, -84.505644, -84.504568, -84.505859, -84.505619, -84.50745, -84.50848, -84.510634, -84.51289, -84.513483, -84.519314, -84.527807, -84.528684, -84.531893, -84.53128, -84.531985, -84.532486, -84.531571, -84.534465, -84.534541, -84.537944, -84.536944, -84.539845, 39.183659, 
39.185061, 39.191267, 39.191269, 39.19297, 39.193819, 39.192509, 39.190909, 39.188117, 39.184906, 39.17965, 39.178803, 39.176032, 39.173464, 39.173389, 39.17459, 39.173134, 39.174192, 39.173391, 39.175378, 39.1739, 39.171835, 39.169782, 39.167028, 39.166677, 39.164138, 39.16254, 39.162573, 39.163992, 39.160784, 39.161086, 39.168489, 39.169813, 39.17238, 39.174599, 39.176561, 39.176861, 39.175855, 39.177159, 39.179559, 39.183659)))"
390610094001,Block Group 1; Census Tract 94; Hamilton County; Ohio,1672,497,722,163,386,32.3,36991,382,212,185,294,153,194,190,49,13,"list(list(c(-84.576993, -84.574841, -84.574947, -84.571304, -84.571501, -84.565018, -84.565153, -84.564188, -84.565226, -84.57249, -84.576051, -84.577256, -84.576993, 39.116947, 39.116808, 39.115843, 39.115528, 39.11387, 39.113459, 39.111929, 39.110073, 39.110082, 39.110595, 39.113948, 39.114018, 39.116947)))"
390610106001,Block Group 1; Census Tract 106; Hamilton County; Ohio,1230,1040,122,0,18,46.1,89375,100,173,73,156,167,202,218,91,50,"list(list(c(-84.708655, -84.707269, -84.70769, -84.707317, -84.706987, -84.706603, -84.706663, -84.706967, -84.706906, -84.706262, -84.704236, -84.704219, -84.704813, -84.704903, -84.70476, -84.704436, -84.704146, -84.703449, -84.702831, -84.701392, -84.702236, -84.70002, -84.698667, -84.695742, -84.69499, -84.690673, -84.690974, -84.687268, -84.687952, -84.68658, -84.692575, -84.695316, -84.6970001232396, -84.701947, -84.7122344808816, -84.708655, 39.131493, 39.132504, 39.13299, 39.133997, 39.134504, 
39.134315, 39.133842, 39.133395, 39.133086, 39.132751, 39.132289, 39.131981, 39.131273, 39.13098, 39.130878, 39.131132, 39.131186, 39.131115, 39.131016, 39.129949, 39.128799, 39.128338, 39.126726, 39.124992, 39.124072, 39.122884, 39.120113, 39.122171, 39.119312, 39.115773, 39.112532, 39.113766, 39.1129578708153, 39.118959, 39.1306058463828, 39.131493)))"
390610204033,Block Group 3; Census Tract 204.03; Hamilton County; Ohio,1756,1391,0,0,0,38.1,84287,413,96,264,198,31,229,295,158,72,"list(list(c(-84.71272, -84.709556, -84.703606, -84.691565, -84.688086, -84.685359, -84.68402, -84.683149, -84.683881, -84.684814, -84.684847, -84.685048, -84.685382, -84.685837, -84.687038, -84.689815, -84.694226, -84.699549, -84.699078, -84.700058, -84.700317, -84.70239, -84.702278, -84.703705, -84.703099, -84.704086, -84.704644, -84.703658, -84.706342, -84.708167, -84.710849, -84.71272, 39.194564, 39.195396, 39.197532, 39.196884, 39.197239, 39.19869, 39.200609, 39.19954, 39.192268, 39.184761, 39.180961, 
39.180458, 39.17724, 39.171205, 39.161329, 39.162176, 39.164531, 39.164693, 39.167597, 39.170943, 39.17162, 39.172457, 39.172962, 39.175628, 39.177582, 39.179248, 39.181623, 39.183335, 39.18599, 39.188764, 39.190792, 39.194564)))"
390610235212,Block Group 2; Census Tract 235.21; Hamilton County; Ohio,1870,1525,1,210,38,40,116042,450,184,105,198,250,154,399,66,64,"list(list(c(-84.380405, -84.373732, -84.368311, -84.366197, -84.359819, -84.358501, -84.359056, -84.365518, -84.366229, -84.367265, -84.367196, -84.367987, -84.372668, -84.372937, -84.374066, -84.376325, -84.375169, -84.376458, -84.379946, -84.380485, -84.380405, 39.258771, 39.257964, 39.25875, 39.261462, 39.261089, 39.260867, 39.256039, 39.256815, 39.249705, 39.2504, 39.247333, 39.240068, 39.240585, 39.237085, 39.237937, 39.238056, 39.250481, 39.25076, 39.251162, 39.257433, 39.258771)))"
390610241006,Block Group 6; Census Tract 241; Hamilton County; Ohio,2019,1944,54,21,0,34.8,161372,437,184,31,591,207,292,140,17,120,"list(list(c(-84.367035, -84.363341, -84.369377, -84.368034, -84.367791, -84.362998, -84.357176, -84.354762, -84.355952, -84.357295, -84.364154, -84.36486, -84.370547, -84.367035, 39.185827, 39.187951, 39.188113, 39.18927, 39.191407, 39.191148, 39.190768, 39.190572, 39.189953, 39.180066, 39.180111, 39.180436, 39.181369, 39.185827)))"
390610267002,Block Group 2; Census Tract 267; Hamilton County; Ohio,1054,326,606,5,9,33.7,35969,216,106,118,245,182,61,68,38,20,"list(list(c(-84.496843, -84.495538, -84.494152, -84.491919, -84.488011, -84.488741, -84.489057, -84.490355, -84.497185, -84.496843, 39.127232, 39.129645, 39.132707, 39.132414, 39.132157, 39.129051, 39.128146, 39.125948, 39.126375, 39.127232)))"
390610274002,Block Group 2; Census Tract 274; Hamilton County; Ohio,1100,760,314,0,0,35.2,52829,157,19,256,208,38,143,167,94,18,"list(list(c(-84.465323, -84.464712, -84.46105, -84.460929, -84.454675, -84.450245, -84.448844, -84.446937, -84.447826, -84.452349, -84.456255, -84.460821, -84.465821, -84.465323, 39.219371, 39.225543, 39.225522, 39.22719, 39.226885, 39.224242, 39.224063, 39.220021, 39.219125, 39.219295, 39.217806, 39.217828, 39.217889, 39.219371)))"
390610061001,Block Group 1; Census Tract 61; Hamilton County; Ohio,1970,633,448,0,542,28.7,51020,454,360,231,182,116,228,301,71,27,"list(list(c(-84.500746, -84.494279, -84.493986, -84.496959, -84.493665, -84.485621, -84.484516, -84.483444, -84.476289, -84.475122, -84.47462, -84.478166, -84.472755, -84.471142, -84.470875, -84.468099, -84.467914, -84.468007, -84.468055, -84.473132, -84.471827, -84.472261, -84.477232, -84.477383, -84.480299, -84.480915, -84.481465, -84.482935, -84.483643, -84.485282, -84.479853, -84.481361, -84.484635, -84.489544, -84.488133, -84.489537, -84.491316, -84.494324, -84.493959, -84.497931, -84.500746, 
39.199997, 39.199543, 39.202471, 39.204419, 39.205674, 39.205144, 39.206629, 39.205715, 39.205638, 39.206872, 39.207163, 39.20314, 39.204739, 39.20402, 39.201389, 39.20178, 39.20179, 39.201644, 39.201572, 39.197472, 39.19746, 39.197096, 39.192902, 39.192998, 39.190509, 39.189903, 39.189147, 39.18882, 39.189133, 39.189446, 39.194594, 39.195551, 39.195892, 39.195734, 39.193166, 39.191439, 39.190259, 39.192142, 39.193549, 39.198221, 39.199997)))"
390610068001,Block Group 1; Census Tract 68; Hamilton County; Ohio,992,120,797,59,0,57.5,65694,90,57,98,55,182,168,159,141,42,"list(list(c(-84.505126, -84.504501, -84.501659, -84.499486, -84.497639, -84.495226, -84.494485, -84.494521, -84.494534, -84.494154, -84.49437, -84.494425, -84.494771, -84.496924, -84.497849, -84.50342, -84.505813, -84.505126, 39.15697, 39.160339, 39.160985, 39.160879, 39.156557, 39.156177, 39.156038, 39.15571, 39.155234, 39.153075, 39.151817, 39.151266, 39.148642, 39.148892, 39.15058, 39.155511, 39.155676, 39.15697)))"
390610104001,Block Group 1; Census Tract 104; Hamilton County; Ohio,551,536,4,0,0,37.6,42165,50,69,107,59,43,71,77,33,42,"list(list(c(-84.695316, -84.690681, -84.687232, -84.685062, -84.683349, -84.680715, -84.680443, -84.679009, -84.674209, -84.674293, -84.670574, -84.667652, -84.659532, -84.650214, -84.645335, -84.640694, -84.63675, -84.635533, -84.630257, -84.62503, -84.623391, -84.623144, -84.620142, -84.612523, -84.605077, -84.604576, -84.604652, -84.6043813489005, -84.607928, -84.620112, -84.6234848991522, -84.632446, -84.635771693775, -84.650346, -84.657246, -84.666147, -84.677247, -84.684847, -84.689747, -84.6924825286506, 
-84.6970001232396, -84.695316, 39.113766, 39.108488, 39.105457, 39.105035, 39.10771, 39.10709, 39.106548, 39.103534, 39.102252, 39.101272, 39.100489, 39.099689, 39.098874, 39.096234, 39.094409, 39.091511, 39.088047, 39.087478, 39.08063, 39.079025, 39.0784, 39.078386, 39.077787, 39.077527, 39.077877, 39.076709, 39.076059, 39.0737359847925, 39.073238, 39.073457, 39.0743602500324, 39.07676, 39.07952831493, 39.09166, 39.09546, 39.09796, 39.09826, 39.100459, 39.104159, 39.1074775101663, 39.1129578708153, 
39.113766)))"
390610253003,Block Group 3; Census Tract 253; Hamilton County; Ohio,483,312,146,0,99,36.4,61767,73,0,128,56,73,46,45,49,13,"list(list(c(-84.446163, -84.442027, -84.44045, -84.440441, -84.436636, -84.436037, -84.435744, -84.436065, -84.434474, -84.434677, -84.435407, -84.435757, -84.437116, -84.43621, -84.436008, -84.43672, -84.437746, -84.446717, -84.446163, 39.166305, 39.166874, 39.167801, 39.16795, 39.169653, 39.170267, 39.169773, 39.166511, 39.166423, 39.163957, 39.163908, 39.163729, 39.162702, 39.162103, 39.162031, 39.160847, 39.159223, 39.161806, 39.166305)))"
390610080001,Block Group 1; Census Tract 80; Hamilton County; Ohio,3461,85,2778,0,269,17.8,20969,1016,799,736,589,211,69,41,0,0,"list(list(c(-84.514394, -84.510067, -84.507523, -84.506344, -84.508664, -84.508249, -84.509171, -84.509647, -84.510961, -84.51062, -84.512164, -84.512524, -84.514683, -84.514394, 39.190132, 39.189897, 39.185777, 39.181291, 39.179549, 39.177597, 39.175689, 39.176971, 39.178022, 39.17983, 39.181646, 39.183628, 39.185831, 39.190132)))"
390610063005,Block Group 5; Census Tract 63; Hamilton County; Ohio,1073,50,960,0,18,22.4,110186,120,407,17,223,59,136,55,56,0,"list(list(c(-84.465007, -84.464991, -84.463387, -84.456807, -84.456433, -84.454936, -84.454995, -84.458753, -84.458714, -84.458575, -84.459062, -84.464058, -84.464998, -84.465007, 39.18537, 39.186157, 39.189409, 39.183498, 39.182288, 39.178895, 39.177943, 39.178163, 39.178464, 39.179723, 39.181959, 39.184232, 39.184355, 39.18537)))"
390610098001,Block Group 1; Census Tract 98; Hamilton County; Ohio,2239,604,1403,72,8,27.7,26784,383,416,480,261,251,219,120,52,57,"list(list(c(-84.592709, -84.589706, -84.586646, -84.585086, -84.583108, -84.580982, -84.577672, -84.57731, -84.575982, -84.573923, -84.574784, -84.577569, -84.577905, -84.580963, -84.584206, -84.585309, -84.587135, -84.59059, -84.591386, -84.590444, -84.592709, 39.118131, 39.118523, 39.121063, 39.122594, 39.122698, 39.12478, 39.126604, 39.128708, 39.128346, 39.127603, 39.120343, 39.120509, 39.11701, 39.117221, 39.11743, 39.118389, 39.117208, 39.114691, 39.113819, 39.11536, 39.118131)))"
390610081001,Block Group 1; Census Tract 81; Hamilton County; Ohio,1587,200,1302,0,21,50.6,46879,94,128,117,127,282,280,340,131,88,"list(list(c(-84.534683, -84.534158, -84.534082, -84.533636, -84.532279, -84.530236, -84.520912, -84.520889, -84.520972, -84.523181, -84.523931, -84.523939, -84.520624, -84.519694, -84.519584, -84.524997, -84.526188, -84.527669, -84.528887, -84.529144, -84.529819, -84.531434, -84.53284, -84.5358, -84.534683, 39.202231, 39.202205, 39.202199, 39.202172, 39.20209, 39.201974, 39.201356, 39.201188, 39.200269, 39.196893, 39.190506, 39.187316, 39.181632, 39.179313, 39.176032, 39.178803, 39.17965, 39.184906, 
39.188117, 39.190909, 39.192509, 39.193819, 39.19297, 39.193378, 39.202231)))"
390610208113,Block Group 3; Census Tract 208.11; Hamilton County; Ohio,1775,1334,134,20,85,43.1,66938,235,223,201,183,129,474,211,110,9,"list(list(c(-84.60275, -84.601948, -84.600299, -84.599285, -84.597718, -84.588451, -84.580645, -84.581333, -84.575341, -84.572959, -84.571407, -84.571751, -84.572289, -84.574917, -84.575637, -84.578556, -84.578772, -84.582035, -84.582534, -84.582564, -84.582923, -84.590957, -84.593221, -84.598578, -84.603565, -84.60275, 39.187288, 39.188104, 39.189516, 39.190803, 39.190845, 39.189858, 39.189373, 39.182934, 39.182644, 39.18585, 39.185851, 39.185386, 39.184138, 39.182191, 39.17907, 39.176381, 39.175471, 
39.175621, 39.170471, 39.170069, 39.170447, 39.178929, 39.180661, 39.183537, 39.185105, 39.187288)))"
390610103001,Block Group 1; Census Tract 103; Hamilton County; Ohio,1517,784,381,0,110,33.3,53750,313,174,248,255,126,104,169,57,71,"list(list(c(-84.604576, -84.598406, -84.595882, -84.597784, -84.602267, -84.603369, -84.601198, -84.601398, -84.597631, -84.591306, -84.58804, -84.587107, -84.586637, -84.581164, -84.580871, -84.580263, -84.579148, -84.573566, -84.573041, -84.569644, -84.569081, -84.563885, -84.562143, -84.557834, -84.554742, -84.554676, -84.552455, -84.548781, -84.543805, -84.543544, -84.550844, -84.5510198104119, -84.5531571760252, -84.554444, -84.557544, -84.5629562497685, -84.563926390312, -84.563944, -84.5652688909326, 
-84.5718393126186, -84.572144, -84.592408, -84.601682, -84.6043813489005, -84.604652, -84.604576, 39.076709, 39.077773, 39.078666, 39.079008, 39.078258, 39.082048, 39.08218, 39.080157, 39.081064, 39.083469, 39.085292, 39.08428, 39.088282, 39.08798, 39.090928, 39.096963, 39.0966, 39.093777, 39.094643, 39.09476, 39.096081, 39.095785, 39.095032, 39.098647, 39.100759, 39.099273, 39.100693, 39.101497, 39.101089, 39.09966, 39.09936, 39.0992769784166, 39.098267666877, 39.09766, 39.09486, 39.0885175198025, 
39.0873806363531, 39.08736, 39.0865036680558, 39.082256932088, 39.08206, 39.078088, 39.074115, 39.0737359847925, 39.076059, 39.076709)))"
390610223024,Block Group 4; Census Tract 223.02; Hamilton County; Ohio,1183,844,31,0,14,35.7,156667,292,174,28,303,88,190,74,34,0,"list(list(c(-84.366224, -84.360369, -84.3574, -84.356413, -84.344811, -84.340743, -84.335741, -84.336418, -84.336929, -84.337081, -84.338132, -84.342611, -84.345747, -84.346337, -84.346797, -84.355588, -84.351152, -84.354939, -84.356574, -84.358589, -84.358429, -84.361295, -84.366224, 39.28205, 39.281141, 39.280959, 39.280812, 39.278972, 39.277612, 39.27589, 39.269094, 39.263811, 39.262197, 39.261249, 39.264531, 39.264374, 39.264403, 39.26449, 39.267136, 39.270815, 39.273698, 39.27492, 39.275053, 
39.276288, 39.278371, 39.28205)))"
390610214014,Block Group 4; Census Tract 214.01; Hamilton County; Ohio,1106,946,95,10,0,36.9,66080,166,175,176,71,193,215,91,19,0,"list(list(c(-84.598799, -84.595376, -84.595459, -84.595769, -84.593514, -84.592946, -84.591492, -84.589792, -84.585232, -84.583475, -84.585556, -84.590371, -84.593192, -84.594023, -84.599739, -84.598799, 39.103984, 39.103716, 39.102957, 39.100103, 39.099941, 39.100181, 39.10171, 39.101053, 39.097992, 39.097603, 39.097329, 39.09558, 39.093463, 39.093341, 39.094405, 39.103984)))"
390610214011,Block Group 1; Census Tract 214.01; Hamilton County; Ohio,1098,1035,0,0,0,38,80279,99,195,129,164,106,47,222,99,37,"list(list(c(-84.616605, -84.616374, -84.616712, -84.615986, -84.615539, -84.615474, -84.615222, -84.615116, -84.612822, -84.612865, -84.613209, -84.612305, -84.610988, -84.609454, -84.607344, -84.607241, -84.607186, -84.607578, -84.608006, -84.617232, -84.616605, 39.110361, 39.115143, 39.117813, 39.117799, 39.11779, 39.116836, 39.116352, 39.115585, 39.115539, 39.115072, 39.111519, 39.111544, 39.111299, 39.11067, 39.110377, 39.110248, 39.109107, 39.107942, 39.104012, 39.104033, 39.110361)))"
390610218015,Block Group 5; Census Tract 218.01; Hamilton County; Ohio,1070,461,609,0,0,32.8,105918,20,56,398,99,155,140,161,39,2,"list(list(c(-84.554208, -84.551959, -84.551749, -84.548801, -84.54477, -84.539846, -84.540559, -84.549175, -84.549251, -84.554412, -84.554208, 39.223086, 39.222995, 39.225201, 39.22564, 39.224949, 39.224458, 39.220533, 39.22142, 39.220468, 39.220803, 39.223086)))"
390610205021,Block Group 1; Census Tract 205.02; Hamilton County; Ohio,939,918,0,0,0,57.4,75048,24,116,51,29,73,233,167,149,97,"list(list(c(-84.667653, -84.663406, -84.662676, -84.659721, -84.657608, -84.655153, -84.658811, -84.658461, -84.655408, -84.653571, -84.654928, -84.659042, -84.661093, -84.665116, -84.664614, -84.6613, -84.657268, -84.650441, -84.646232, -84.643346, -84.641814, -84.639825, -84.638589, -84.637291, -84.630992, -84.63079, -84.62493, -84.61926, -84.617064, -84.614896, -84.609106, -84.606789, -84.605195, -84.604768, -84.60439, -84.602721, -84.602942, -84.604581, -84.604625, -84.604964, -84.605504, -84.607695, 
-84.615051, -84.618046, -84.622608, -84.625374, -84.627779, -84.630788, -84.633075, -84.636923, -84.64043, -84.643811, -84.647228, -84.649922, -84.652467, -84.651515, -84.653161, -84.652476, -84.65377, -84.65777, -84.663039, -84.666135, -84.667653, 39.26298, 39.262319, 39.262105, 39.262298, 39.263354, 39.266087, 39.271448, 39.273123, 39.280741, 39.287728, 39.288425, 39.288106, 39.288475, 39.292256, 39.296689, 39.299019, 39.300217, 39.299381, 39.30084, 39.302858, 39.305044, 39.308832, 39.309746, 39.310247, 
39.311942, 39.311978, 39.306215, 39.299068, 39.296805, 39.295229, 39.29186, 39.290058, 39.287552, 39.281141, 39.277363, 39.269228, 39.268136, 39.265253, 39.264006, 39.26405, 39.264292, 39.266645, 39.268366, 39.269837, 39.270862, 39.273046, 39.274307, 39.273825, 39.27407, 39.276632, 39.275814, 39.276403, 39.276496, 39.275924, 39.274349, 39.271608, 39.267379, 39.266435, 39.26472, 39.262075, 39.260454, 39.259816, 39.26298)))"
390610216044,Block Group 4; Census Tract 216.04; Hamilton County; Ohio,698,129,496,0,126,41.3,43309,0,174,115,48,103,86,60,46,66,"list(list(c(-84.573088, -84.56997, -84.568596, -84.567917, -84.567752, -84.566043, -84.565401, -84.562733, -84.559592, -84.559547, -84.558886, -84.559444, -84.559201, -84.558004, -84.558218, -84.558355, -84.559639, -84.560783, -84.565189, -84.568854, -84.56911, -84.573116, -84.572447, -84.572288, -84.573301, -84.573088, 39.227264, 39.226254, 39.226119, 39.226092, 39.228415, 39.230335, 39.233616, 39.23345, 39.233247, 39.233244, 39.233202, 39.230574, 39.226119, 39.22602, 39.223738, 39.222205, 39.222247, 
39.222075, 39.222129, 39.222361, 39.219064, 39.219281, 39.220864, 39.223831, 39.225573, 39.227264)))"
390610207051,Block Group 1; Census Tract 207.05; Hamilton County; Ohio,2060,1038,721,30,0,39.6,76341,168,376,136,381,284,282,240,165,28,"list(list(c(-84.592398, -84.588761, -84.587366, -84.582499, -84.57917, -84.576783, -84.576146, -84.575794, -84.574278, -84.572122, -84.571889, -84.573088, -84.573301, -84.572288, -84.57396, -84.58812, -84.591667, -84.592398, 39.236919, 39.238275, 39.238404, 39.238161, 39.238857, 39.237757, 39.236202, 39.235809, 39.232804, 39.230904, 39.229793, 39.227264, 39.225573, 39.223831, 39.224293, 39.225563, 39.234951, 39.236919)))"
390610207422,Block Group 2; Census Tract 207.42; Hamilton County; Ohio,1278,471,765,29,0,43.5,44474,70,37,445,52,404,57,107,69,37,"list(list(c(-84.580969, -84.577894, -84.577089, -84.57704, -84.575054, -84.573276, -84.57329, -84.573406, -84.574485, -84.574633, -84.578548, -84.580166, -84.581104, -84.580969, 39.252421, 39.252288, 39.25245, 39.252469, 39.253032, 39.252941, 39.252742, 39.251151, 39.248769, 39.246941, 39.247118, 39.246689, 39.250176, 39.252421)))"
390610028001,Block Group 1; Census Tract 28; Hamilton County; Ohio,733,339,337,13,18,38.5,57679,67,16,135,189,102,78,52,94,0,"list(list(c(-84.548368, -84.547071, -84.546327, -84.543453, -84.541781, -84.540453, -84.538802, -84.537906, -84.536273, -84.53906, -84.537549, -84.533833, -84.531871, -84.532907, -84.535423, -84.537824, -84.547229, -84.548368, 39.142615, 39.147503, 39.148907, 39.15267, 39.153478, 39.153913, 39.155933, 39.154071, 39.153116, 39.150542, 39.147081, 39.142989, 39.141505, 39.139526, 39.137665, 39.136925, 39.137549, 39.142615)))"
390610030001,Block Group 1; Census Tract 30; Hamilton County; Ohio,1328,868,65,347,137,23.7,42208,33,112,921,121,23,50,47,21,0,"list(list(c(-84.519455, -84.519199, -84.515057, -84.512708, -84.511867, -84.513247, -84.511648, -84.509327, -84.50956, -84.508932, -84.510608, -84.514793, -84.515573, -84.518099, -84.517523, -84.519469, -84.519455, 39.141112, 39.143464, 39.142048, 39.140004, 39.141327, 39.14515, 39.144783, 39.142407, 39.138313, 39.135417, 39.135448, 39.135723, 39.138392, 39.139107, 39.141055, 39.140713, 39.141112)))"
